,X,DOSE,DOSE_UNIT,RECOMP_DOSE
18616,3017377029,4,fEM,4
18617,3017377028,0,fEM,0
18618,3017377027,0,fEM,0
18619,3017377026,100,fEM,100
18620,3017377025,100,fEM,100
18621,3017377024,20,fEM,20
18622,3017377023,20,fEM,20
18623,3017377022,4,fEM,4
18624,3017377021,4,fEM,4
18625,3017377020,0,fEM,0
18626,3017377019,0,fEM,0
18627,3017377018,100,fEM,100
18628,3017377017,100,fEM,100
18629,3017377016,20,fEM,20
18630,3017377015,20,fEM,20
18631,3017377014,4,fEM,4
18632,3017377013,4,fEM,4
18633,3017377012,0,fEM,0
18634,3017377011,0,fEM,0
18635,3017374004,60,fEM,60
18636,3017374003,60,fEM,60
18637,3017374002,12,fEM,12
18638,3017374001,12,fEM,12
18639,3017373030,2.4,fEM,2.4
18640,3017373029,2.4,fEM,2.4
18641,3017373028,0,fEM,0
18642,3017373027,0,fEM,0
18643,3017373026,60,fEM,60
18644,3017373025,60,fEM,60
18645,3017373024,12,fEM,12
18646,3017373023,12,fEM,12
18647,3017373022,2.4,fEM,2.4
18648,3017373021,2.4,fEM,2.4
18649,3017373020,0,fEM,0
18650,3017373019,0,fEM,0
18651,3017373018,60,fEM,60
18652,3017373017,60,fEM,60
18653,3017373016,12,fEM,12
18654,3017373015,12,fEM,12
18655,3017373014,2.4,fEM,2.4
18656,3017373013,2.4,fEM,2.4
18657,3017373012,0,fEM,0
18658,3017373011,0,fEM,0
18659,3017373010,40,fEM,40
18660,3017373009,40,fEM,40
18661,3017373008,8,fEM,8
18662,3017373007,8,fEM,8
18663,3017373006,1.6,fEM,1.6
18664,3017373005,1.6,fEM,1.6
18665,3017373004,0,fEM,0
18666,3017373003,0,fEM,0
18667,3017373002,40,fEM,40
18668,3017373001,40,fEM,40
18669,3017372030,8,fEM,8
18670,3017372029,8,fEM,8
18671,3017372028,1.6,fEM,1.6
18672,3017372027,1.6,fEM,1.6
18673,3017372026,0,fEM,0
18674,3017372025,0,fEM,0
18675,3017372024,40,fEM,40
18676,3017372023,40,fEM,40
18677,3017372022,8,fEM,8
18678,3017372021,8,fEM,8
18679,3017372020,1.6,fEM,1.6
18680,3017372019,1.6,fEM,1.6
18681,3017372018,0,fEM,0
18682,3017372017,0,fEM,0
18683,3017370028,10000,fEM,10000
18684,3017370027,10000,fEM,10000
18685,3017370026,2000,fEM,2000
18686,3017370025,2000,fEM,2000
18687,3017370024,400,fEM,400
18688,3017370023,400,fEM,400
18689,3017370022,0,fEM,0
18690,3017370021,0,fEM,0
18691,3017370020,10000,fEM,10000
18692,3017370019,10000,fEM,10000
18693,3017370018,2000,fEM,2000
18694,3017370017,2000,fEM,2000
18695,3017370016,400,fEM,400
18696,3017370015,400,fEM,400
18697,3017370014,0,fEM,0
18698,3017370013,0,fEM,0
18699,3017370012,10000,fEM,10000
18700,3017370011,10000,fEM,10000
18701,3017370010,2000,fEM,2000
18702,3017370009,2000,fEM,2000
18703,3017370008,400,fEM,400
18704,3017370007,400,fEM,400
18705,3017370006,0,fEM,0
18706,3017368018,0,fEM,0
18707,3017368017,3000,fEM,3000
18708,3017368016,3000,fEM,3000
18709,3017368015,600,fEM,600
18710,3017368014,600,fEM,600
18711,3017368013,120,fEM,120
18712,3017368012,120,fEM,120
18713,3017368011,0,fEM,0
18714,3017368010,0,fEM,0
18715,3017368009,3000,fEM,3000
18716,3017368008,3000,fEM,3000
18717,3017368007,600,fEM,600
18718,3017368006,600,fEM,600
18719,3017368005,120,fEM,120
18720,3017368004,120,fEM,120
18721,3017368003,0,fEM,0
18722,3017368002,0,fEM,0
18723,3017368001,3000,fEM,3000
18724,3017367030,3000,fEM,3000
18725,3017367029,600,fEM,600
18726,3017367028,600,fEM,600
18727,3017367027,120,fEM,120
18728,3017367026,120,fEM,120
18729,3017367025,0,fEM,0
18730,3017367024,0,fEM,0
18731,3017367023,350,fEM,350
18732,3017367022,350,fEM,350
18733,3017367021,70,fEM,70
18734,3017367020,70,fEM,70
18735,3017367019,14,fEM,14
18736,3017367018,14,fEM,14
18737,3017367017,0,fEM,0
18738,3017367016,0,fEM,0
18739,3017367015,350,fEM,350
18740,3017367014,350,fEM,350
18741,3017367013,70,fEM,70
18742,3017367012,70,fEM,70
18743,3017367011,14,fEM,14
18744,3017367010,14,fEM,14
18745,3017367009,0,fEM,0
18746,3017367008,0,fEM,0
18747,3017367007,350,fEM,350
18748,3017367006,350,fEM,350
18749,3017367005,70,fEM,70
18750,3017367004,70,fEM,70
18751,3017367003,14,fEM,14
18752,3017367002,14,fEM,14
18753,3017367001,0,fEM,0
18754,3017366030,0,fEM,0
18755,3017366005,25,fEM,25
18756,3017366004,25,fEM,25
18757,3017366003,5,fEM,5
18758,3017366002,5,fEM,5
18759,3017366001,1,fEM,1
18760,3017365030,1,fEM,1
18761,3017365029,0,fEM,0
18762,3017365028,0,fEM,0
18763,3017365027,25,fEM,25
18764,3017365026,25,fEM,25
18765,3017365025,5,fEM,5
18766,3017365024,5,fEM,5
18767,3017365023,1,fEM,1
18768,3017365022,1,fEM,1
18769,3017365021,0,fEM,0
18770,3017365020,0,fEM,0
18771,3017365019,25,fEM,25
18772,3017365018,25,fEM,25
18773,3017365017,5,fEM,5
18774,3017365016,5,fEM,5
18775,3017365015,1,fEM,1
18776,3017365014,1,fEM,1
18777,3017365013,0,fEM,0
18778,3017365012,0,fEM,0
18779,3017362028,50,fEM,50
18780,3017362027,50,fEM,50
18781,3017362026,10,fEM,10
18782,3017362025,10,fEM,10
18783,3017362024,2,fEM,2
18784,3017362023,2,fEM,2
18785,3017362022,0,fEM,0
18786,3017362021,0,fEM,0
18787,3017362020,50,fEM,50
18788,3017362019,50,fEM,50
18789,3017362018,10,fEM,10
18790,3017362017,10,fEM,10
18791,3017362016,2,fEM,2
18792,3017362015,2,fEM,2
18793,3017362014,0,fEM,0
18794,3017362013,0,fEM,0
18795,3017362012,50,fEM,50
18796,3017362011,50,fEM,50
18797,3017362010,10,fEM,10
18798,3017362009,10,fEM,10
18799,3017362008,2,fEM,2
18800,3017362007,2,fEM,2
18801,3017362006,0,fEM,0
18802,3017362005,0,fEM,0
18803,3017362004,6,fEM,6
18804,3017362003,6,fEM,6
18805,3017362002,1.2,fEM,1.2
18806,3017362001,1.2,fEM,1.2
18807,3017361030,0.24,fEM,0.24
18808,3017361029,0.24,fEM,0.24
18809,3017361028,0,fEM,0
18810,3017361027,0,fEM,0
18811,3017361026,6,fEM,6
18812,3017361025,6,fEM,6
18813,3017361024,1.2,fEM,1.2
18814,3017361023,1.2,fEM,1.2
18815,3017361022,0.24,fEM,0.24
18816,3017361021,0.24,fEM,0.24
18817,3017361020,0,fEM,0
18818,3017361019,0,fEM,0
18819,3017361018,6,fEM,6
18820,3017361017,6,fEM,6
18821,3017361016,1.2,fEM,1.2
18822,3017361015,1.2,fEM,1.2
18823,3017361014,0.24,fEM,0.24
18824,3017361013,0.24,fEM,0.24
18825,3017361012,0,fEM,0
18826,3017361011,0,fEM,0
18827,3017359022,15,fEM,15
18828,3017359021,15,fEM,15
18829,3017359020,3,fEM,3
18830,3017359019,3,fEM,3
18831,3017359018,0.6,fEM,0.6
18832,3017359017,0.6,fEM,0.6
18833,3017359016,0,fEM,0
18834,3017359015,0,fEM,0
18835,3017359014,15,fEM,15
18836,3017359013,15,fEM,15
18837,3017359012,3,fEM,3
18838,3017359011,3,fEM,3
18839,3017359010,0.6,fEM,0.6
18840,3017359009,0.6,fEM,0.6
18841,3017359008,0,fEM,0
18842,3017359007,0,fEM,0
18843,3017359006,15,fEM,15
18844,3017359005,15,fEM,15
18845,3017359004,3,fEM,3
18846,3017359003,3,fEM,3
18847,3017359002,0.6,fEM,0.6
18848,3017359001,0.6,fEM,0.6
18849,3017358030,0,fEM,0
18850,3017358029,0,fEM,0
18851,3017358004,50,fEM,50
18852,3017358003,50,fEM,50
18853,3017358002,10,fEM,10
18854,3017358001,10,fEM,10
18855,3017357030,2,fEM,2
18856,3017357029,2,fEM,2
18857,3017357028,0,fEM,0
18858,3017357027,0,fEM,0
18859,3017357026,50,fEM,50
18860,3017357025,50,fEM,50
18861,3017357024,10,fEM,10
18862,3017357023,10,fEM,10
18863,3017357022,2,fEM,2
18864,3017357021,2,fEM,2
18865,3017357020,0,fEM,0
18866,3017357019,0,fEM,0
18867,3017357018,50,fEM,50
18868,3017357017,50,fEM,50
18869,3017357016,10,fEM,10
18870,3017357015,10,fEM,10
18871,3017357014,2,fEM,2
18872,3017357013,2,fEM,2
18873,3017357012,0,fEM,0
18874,3017357011,0,fEM,0
18875,3017357010,35,fEM,35
18876,3017357009,35,fEM,35
18877,3017357008,7,fEM,7
18878,3017357007,7,fEM,7
18879,3017357006,1.4,fEM,1.4
18880,3017357005,1.4,fEM,1.4
18881,3017357004,0,fEM,0
18882,3017357003,0,fEM,0
18883,3017357002,35,fEM,35
18884,3017357001,35,fEM,35
18885,3017356030,7,fEM,7
18886,3017356029,7,fEM,7
18887,3017356028,1.4,fEM,1.4
18888,3017356027,1.4,fEM,1.4
18889,3017356026,0,fEM,0
18890,3017356025,0,fEM,0
18891,3017356024,35,fEM,35
18892,3017356023,35,fEM,35
18893,3017356022,7,fEM,7
18894,3017356021,7,fEM,7
18895,3017356020,1.4,fEM,1.4
18896,3017356019,1.4,fEM,1.4
18897,3017356018,0,fEM,0
18898,3017356017,0,fEM,0
18899,3017356016,200,fEM,200
18900,3017356015,200,fEM,200
18901,3017356014,40,fEM,40
18902,3017356013,40,fEM,40
18903,3017356012,8,fEM,8
18904,3017356011,8,fEM,8
18905,3017356010,0,fEM,0
18906,3017356009,0,fEM,0
18907,3017356008,200,fEM,200
18908,3017356007,200,fEM,200
18909,3017356006,40,fEM,40
18910,3017356005,40,fEM,40
18911,3017356004,8,fEM,8
18912,3017356003,8,fEM,8
18913,3017356002,0,fEM,0
18914,3017356001,0,fEM,0
18915,3017355030,200,fEM,200
18916,3017355029,200,fEM,200
18917,3017355028,40,fEM,40
18918,3017355027,40,fEM,40
18919,3017355026,8,fEM,8
18920,3017355025,8,fEM,8
18921,3017355024,0,fEM,0
18922,3017355023,0,fEM,0
18923,3017355022,40,fEM,40
18924,3017355021,40,fEM,40
18925,3017355020,8,fEM,8
18926,3017355019,8,fEM,8
18927,3017355018,1.6,fEM,1.6
18928,3017355017,1.6,fEM,1.6
18929,3017355016,0,fEM,0
18930,3017355015,0,fEM,0
18931,3017355014,40,fEM,40
18932,3017355013,40,fEM,40
18933,3017355012,8,fEM,8
18934,3017355011,8,fEM,8
18935,3017355010,1.6,fEM,1.6
18936,3017355009,1.6,fEM,1.6
18937,3017355008,0,fEM,0
18938,3017355007,0,fEM,0
18939,3017355006,40,fEM,40
18940,3017355005,40,fEM,40
18941,3017355004,8,fEM,8
18942,3017355003,8,fEM,8
18943,3017355002,1.6,fEM,1.6
18944,3017355001,1.6,fEM,1.6
18945,3017354030,0,fEM,0
18946,3017354029,0,fEM,0
18947,3017353022,300,fEM,300
18948,3017353010,15,fEM,15
18949,3017353009,15,fEM,15
18950,3017353008,3,fEM,3
18951,3017353007,3,fEM,3
18952,3017353006,0.6,fEM,0.6
18953,3017353005,0.6,fEM,0.6
18954,3017353004,0,fEM,0
18955,3017353003,0,fEM,0
18956,3017353002,15,fEM,15
18957,3017353001,15,fEM,15
18958,3017352030,3,fEM,3
18959,3017352029,3,fEM,3
18960,3017352028,0.6,fEM,0.6
18961,3017352027,0.6,fEM,0.6
18962,3017352026,0,fEM,0
18963,3017352025,0,fEM,0
18964,3017352024,15,fEM,15
18965,3017352023,15,fEM,15
18966,3017352022,3,fEM,3
18967,3017352021,3,fEM,3
18968,3017352020,0.6,fEM,0.6
18969,3017352019,0.6,fEM,0.6
18970,3017352018,0,fEM,0
18971,3017352017,0,fEM,0
18972,3017347022,300,fEM,300
18973,3017347021,300,fEM,300
18974,3017347020,60,fEM,60
18975,3017347019,60,fEM,60
18976,3017347018,12,fEM,12
18977,3017347017,12,fEM,12
18978,3017347016,0,fEM,0
18979,3017347015,0,fEM,0
18980,3017347014,300,fEM,300
18981,3017347013,300,fEM,300
18982,3017347012,60,fEM,60
18983,3017347011,60,fEM,60
18984,3017347010,12,fEM,12
18985,3017347009,12,fEM,12
18986,3017347008,0,fEM,0
18987,3017347007,0,fEM,0
18988,3017347006,300,fEM,300
18989,3017347005,300,fEM,300
18990,3017347004,60,fEM,60
18991,3017347003,60,fEM,60
18992,3017347002,12,fEM,12
18993,3017347001,12,fEM,12
18994,3017346030,0,fEM,0
18995,3017346029,0,fEM,0
18996,3017346028,10,fEM,10
18997,3017346027,10,fEM,10
18998,3017346026,2,fEM,2
18999,3017346025,2,fEM,2
19000,3017346024,0.4,fEM,0.4
19001,3017346023,0.4,fEM,0.4
19002,3017346022,0,fEM,0
19003,3017346021,0,fEM,0
19004,3017346020,10,fEM,10
19005,3017346019,10,fEM,10
19006,3017346018,2,fEM,2
19007,3017346017,2,fEM,2
19008,3017346016,0.4,fEM,0.4
19009,3017346015,0.4,fEM,0.4
19010,3017346014,0,fEM,0
19011,3017346013,0,fEM,0
19012,3017346012,10,fEM,10
19013,3017346011,10,fEM,10
19014,3017346010,2,fEM,2
19015,3017346009,2,fEM,2
19016,3017346008,0.4,fEM,0.4
19017,3017346007,0.4,fEM,0.4
19018,3017346006,0,fEM,0
19019,3017346005,0,fEM,0
19020,3017343020,10,fEM,10
19021,3017343019,10,fEM,10
19022,3017343018,2,fEM,2
19023,3017343017,2,fEM,2
19024,3017343016,0.4,fEM,0.4
19025,3017343015,0.4,fEM,0.4
19026,3017343014,0,fEM,0
19027,3017343013,0,fEM,0
19028,3017343012,10,fEM,10
19029,3017343011,10,fEM,10
19030,3017343010,2,fEM,2
19031,3017343009,2,fEM,2
19032,3017343008,0.4,fEM,0.4
19033,3017343007,0.4,fEM,0.4
19034,3017343006,0,fEM,0
19035,3017343005,0,fEM,0
19036,3017343004,10,fEM,10
19037,3017343003,10,fEM,10
19038,3017343002,2,fEM,2
19039,3017343001,2,fEM,2
19040,3017342030,0.4,fEM,0.4
19041,3017342029,0.4,fEM,0.4
19042,3017342028,0,fEM,0
19043,3017342027,0,fEM,0
19044,3017342026,10000,fEM,10000
19045,3017342025,10000,fEM,10000
19046,3017342024,2000,fEM,2000
19047,3017342023,2000,fEM,2000
19048,3017342022,400,fEM,400
19049,3017342021,400,fEM,400
19050,3017342020,0,fEM,0
19051,3017342019,0,fEM,0
19052,3017342018,10000,fEM,10000
19053,3017342017,10000,fEM,10000
19054,3017342016,2000,fEM,2000
19055,3017342015,2000,fEM,2000
19056,3017342014,400,fEM,400
19057,3017342013,400,fEM,400
19058,3017342012,0,fEM,0
19059,3017342011,0,fEM,0
19060,3017342010,10000,fEM,10000
19061,3017342009,10000,fEM,10000
19062,3017342008,2000,fEM,2000
19063,3017342007,2000,fEM,2000
19064,3017342006,400,fEM,400
19065,3017342005,400,fEM,400
19066,3017342004,0,fEM,0
19067,3017342003,0,fEM,0
19068,3017339018,15,fEM,15
19069,3017337026,10000,fEM,10000
19070,3017337025,10000,fEM,10000
19071,3017337024,2000,fEM,2000
19072,3017337023,2000,fEM,2000
19073,3017337022,400,fEM,400
19074,3017337021,400,fEM,400
19075,3017337020,0,fEM,0
19076,3017337019,0,fEM,0
19077,3017337018,10000,fEM,10000
19078,3017337017,10000,fEM,10000
19079,3017337016,2000,fEM,2000
19080,3017337015,2000,fEM,2000
19081,3017337014,400,fEM,400
19082,3017337013,400,fEM,400
19083,3017337012,0,fEM,0
19084,3017337011,0,fEM,0
19085,3017337010,10000,fEM,10000
19086,3017337009,10000,fEM,10000
19087,3017337008,2000,fEM,2000
19088,3017337007,2000,fEM,2000
19089,3017337006,400,fEM,400
19090,3017337005,400,fEM,400
19091,3017337004,0,fEM,0
19092,3017337003,0,fEM,0
19093,3017335014,60,fEM,60
19094,3017335013,60,fEM,60
19095,3017335012,12,fEM,12
19096,3017335011,12,fEM,12
19097,3017335010,2.4,fEM,2.4
19098,3017335009,2.4,fEM,2.4
19099,3017335008,0,fEM,0
19100,3017335007,0,fEM,0
19101,3017335006,60,fEM,60
19102,3017335005,60,fEM,60
19103,3017335004,12,fEM,12
19104,3017335003,12,fEM,12
19105,3017335002,2.4,fEM,2.4
19106,3017335001,2.4,fEM,2.4
19107,3017334030,0,fEM,0
19108,3017334029,0,fEM,0
19109,3017334028,60,fEM,60
19110,3017334027,60,fEM,60
19111,3017334026,12,fEM,12
19112,3017334025,12,fEM,12
19113,3017334024,2.4,fEM,2.4
19114,3017334023,2.4,fEM,2.4
19115,3017334022,0,fEM,0
19116,3017334021,0,fEM,0
19117,3017333026,600,fEM,600
19118,3017333025,600,fEM,600
19119,3017333024,120,fEM,120
19120,3017333023,120,fEM,120
19121,3017333022,24,fEM,24
19122,3017333021,24,fEM,24
19123,3017333020,0,fEM,0
19124,3017333019,0,fEM,0
19125,3017333018,600,fEM,600
19126,3017333017,600,fEM,600
19127,3017333016,120,fEM,120
19128,3017333015,120,fEM,120
19129,3017333014,24,fEM,24
19130,3017333013,24,fEM,24
19131,3017333012,0,fEM,0
19132,3017333011,0,fEM,0
19133,3017333010,600,fEM,600
19134,3017333009,600,fEM,600
19135,3017333008,120,fEM,120
19136,3017333007,120,fEM,120
19137,3017333006,24,fEM,24
19138,3017333005,24,fEM,24
19139,3017333004,0,fEM,0
19140,3017333003,0,fEM,0
19141,3017333002,2000,fEM,2000
19142,3017333001,2000,fEM,2000
19143,3017332030,400,fEM,400
19144,3017332029,400,fEM,400
19145,3017332028,80,fEM,80
19146,3017332027,80,fEM,80
19147,3017332026,0,fEM,0
19148,3017332025,0,fEM,0
19149,3017332024,2000,fEM,2000
19150,3017332023,2000,fEM,2000
19151,3017332022,400,fEM,400
19152,3017332021,400,fEM,400
19153,3017332020,80,fEM,80
19154,3017332019,80,fEM,80
19155,3017332018,0,fEM,0
19156,3017332017,0,fEM,0
19157,3017332016,2000,fEM,2000
19158,3017332015,2000,fEM,2000
19159,3017332014,400,fEM,400
19160,3017332013,400,fEM,400
19161,3017332012,80,fEM,80
19162,3017332011,80,fEM,80
19163,3017332010,0,fEM,0
19164,3017332009,0,fEM,0
19165,3017329026,5000,fEM,5000
19166,3017329025,5000,fEM,5000
19167,3017329024,1000,fEM,1000
19168,3017329023,1000,fEM,1000
19169,3017329022,200,fEM,200
19170,3017329021,200,fEM,200
19171,3017329020,0,fEM,0
19172,3017329019,0,fEM,0
19173,3017329018,5000,fEM,5000
19174,3017329017,5000,fEM,5000
19175,3017329016,1000,fEM,1000
19176,3017329015,1000,fEM,1000
19177,3017329014,200,fEM,200
19178,3017329013,200,fEM,200
19179,3017329012,0,fEM,0
19180,3017329011,0,fEM,0
19181,3017329010,5000,fEM,5000
19182,3017329009,5000,fEM,5000
19183,3017329008,1000,fEM,1000
19184,3017329007,1000,fEM,1000
19185,3017329006,200,fEM,200
19186,3017329005,200,fEM,200
19187,3017329004,0,fEM,0
19188,3017329003,0,fEM,0
19189,3017326020,60,fEM,60
19190,3017326019,60,fEM,60
19191,3017326018,12,fEM,12
19192,3017326017,12,fEM,12
19193,3017326016,2.4,fEM,2.4
19194,3017326015,2.4,fEM,2.4
19195,3017326014,0,fEM,0
19196,3017326013,0,fEM,0
19197,3017326012,60,fEM,60
19198,3017326011,60,fEM,60
19199,3017326010,12,fEM,12
19200,3017326009,12,fEM,12
19201,3017326008,2.4,fEM,2.4
19202,3017326007,2.4,fEM,2.4
19203,3017326006,0,fEM,0
19204,3017326005,0,fEM,0
19205,3017326004,60,fEM,60
19206,3017326003,60,fEM,60
19207,3017326002,12,fEM,12
19208,3017326001,12,fEM,12
19209,3017325030,2.4,fEM,2.4
19210,3017325029,2.4,fEM,2.4
19211,3017325028,0,fEM,0
19212,3017325027,0,fEM,0
19213,3017325026,80,fEM,80
19214,3017325025,80,fEM,80
19215,3017325024,16,fEM,16
19216,3017325023,16,fEM,16
19217,3017325022,3.2,fEM,3.2
19218,3017325021,3.2,fEM,3.2
19219,3017325020,0,fEM,0
19220,3017325019,0,fEM,0
19221,3017325018,80,fEM,80
19222,3017325017,80,fEM,80
19223,3017325016,16,fEM,16
19224,3017325015,16,fEM,16
19225,3017325014,3.2,fEM,3.2
19226,3017325013,3.2,fEM,3.2
19227,3017325012,0,fEM,0
19228,3017325011,0,fEM,0
19229,3017325010,80,fEM,80
19230,3017325009,80,fEM,80
19231,3017325008,16,fEM,16
19232,3017325007,16,fEM,16
19233,3017325006,3.2,fEM,3.2
19234,3017325005,3.2,fEM,3.2
19235,3017325004,0,fEM,0
19236,3017325003,0,fEM,0
19237,3017324007,5000,fEM,5000
19238,3017324006,5000,fEM,5000
19239,3017324005,1000,fEM,1000
19240,3017324004,1000,fEM,1000
19241,3017324003,200,fEM,200
19242,3017324002,200,fEM,200
19243,3017324001,0,fEM,0
19244,3017323030,0,fEM,0
19245,3017323029,5000,fEM,5000
19246,3017323028,5000,fEM,5000
19247,3017323027,1000,fEM,1000
19248,3017323026,1000,fEM,1000
19249,3017323025,200,fEM,200
19250,3017323024,200,fEM,200
19251,3017323023,0,fEM,0
19252,3017323022,0,fEM,0
19253,3017323021,5000,fEM,5000
19254,3017323020,5000,fEM,5000
19255,3017323019,1000,fEM,1000
19256,3017323018,1000,fEM,1000
19257,3017323017,200,fEM,200
19258,3017323016,200,fEM,200
19259,3017323015,0,fEM,0
19260,3017323014,0,fEM,0
19261,3017309025,10000,fEM,10000
19262,3017309024,10000,fEM,10000
19263,3017309023,2000,fEM,2000
19264,3017309022,2000,fEM,2000
19265,3017309021,400,fEM,400
19266,3017309020,400,fEM,400
19267,3017309019,0,fEM,0
19268,3017309018,0,fEM,0
19269,3017309017,10000,fEM,10000
19270,3017309016,10000,fEM,10000
19271,3017309015,2000,fEM,2000
19272,3017309014,2000,fEM,2000
19273,3017309013,400,fEM,400
19274,3017309012,400,fEM,400
19275,3017309011,0,fEM,0
19276,3017309010,0,fEM,0
19277,3017309009,10000,fEM,10000
19278,3017309008,10000,fEM,10000
19279,3017309007,2000,fEM,2000
19280,3017309006,2000,fEM,2000
19281,3017309005,400,fEM,400
19282,3017309004,400,fEM,400
19283,3017309003,0,fEM,0
19284,3017309002,0,fEM,0
19285,3017305025,25,fEM,25
19286,3017305024,25,fEM,25
19287,3017305023,5,fEM,5
19288,3017305022,5,fEM,5
19289,3017305021,1,fEM,1
19290,3017305020,1,fEM,1
19291,3017305019,0,fEM,0
19292,3017305018,0,fEM,0
19293,3017305017,25,fEM,25
19294,3017305016,25,fEM,25
19295,3017305015,5,fEM,5
19296,3017305014,5,fEM,5
19297,3017305013,1,fEM,1
19298,3017305012,1,fEM,1
19299,3017305011,0,fEM,0
19300,3017305010,0,fEM,0
19301,3017305009,25,fEM,25
19302,3017305008,25,fEM,25
19303,3017305007,5,fEM,5
19304,3017305006,5,fEM,5
19305,3017305005,1,fEM,1
19306,3017305004,1,fEM,1
19307,3017305003,0,fEM,0
19308,3017305002,0,fEM,0
19309,3017305001,10000,fEM,10000
19310,3017304030,10000,fEM,10000
19311,3017304029,2000,fEM,2000
19312,3017304028,2000,fEM,2000
19313,3017304027,400,fEM,400
19314,3017304026,400,fEM,400
19315,3017304025,0,fEM,0
19316,3017303030,0,fEM,0
19317,3017303029,10000,fEM,10000
19318,3017303028,10000,fEM,10000
19319,3017303027,2000,fEM,2000
19320,3017303026,2000,fEM,2000
19321,3017303025,400,fEM,400
19322,3017303024,400,fEM,400
19323,3017303023,0,fEM,0
19324,3017303022,0,fEM,0
19325,3017303021,10000,fEM,10000
19326,3017303020,10000,fEM,10000
19327,3017303019,2000,fEM,2000
19328,3017303018,2000,fEM,2000
19329,3017303017,400,fEM,400
19330,3017303016,400,fEM,400
19331,3017303015,0,fEM,0
19332,3017303014,0,fEM,0
19333,3017301024,10000,fEM,10000
19334,3017301023,10000,fEM,10000
19335,3017301022,2000,fEM,2000
19336,3017301021,2000,fEM,2000
19337,3017301020,400,fEM,400
19338,3017301019,400,fEM,400
19339,3017301018,0,fEM,0
19340,3017301017,0,fEM,0
19341,3017301016,10000,fEM,10000
19342,3017301015,10000,fEM,10000
19343,3017301014,2000,fEM,2000
19344,3017301013,2000,fEM,2000
19345,3017301012,400,fEM,400
19346,3017301011,400,fEM,400
19347,3017301010,0,fEM,0
19348,3017301009,0,fEM,0
19349,3017301008,10000,fEM,10000
19350,3017301007,10000,fEM,10000
19351,3017301006,2000,fEM,2000
19352,3017301005,2000,fEM,2000
19353,3017301004,400,fEM,400
19354,3017301003,400,fEM,400
19355,3017301002,0,fEM,0
19356,3017301001,0,fEM,0
19357,3017299024,250,fEM,250
19358,3017299023,250,fEM,250
19359,3017299022,50,fEM,50
19360,3017299021,50,fEM,50
19361,3017299020,10,fEM,10
19362,3017299019,10,fEM,10
19363,3017299018,0,fEM,0
19364,3017299017,0,fEM,0
19365,3017299016,250,fEM,250
19366,3017299015,250,fEM,250
19367,3017299014,50,fEM,50
19368,3017299013,50,fEM,50
19369,3017299012,10,fEM,10
19370,3017299011,10,fEM,10
19371,3017299010,0,fEM,0
19372,3017299009,0,fEM,0
19373,3017299008,250,fEM,250
19374,3017299007,250,fEM,250
19375,3017299006,50,fEM,50
19376,3017299005,50,fEM,50
19377,3017299004,10,fEM,10
19378,3017299003,10,fEM,10
19379,3017299002,0,fEM,0
19380,3017299001,0,fEM,0
19381,3017297024,30,fEM,30
19382,3017297023,30,fEM,30
19383,3017297022,6,fEM,6
19384,3017297021,6,fEM,6
19385,3017297020,1.2,fEM,1.2
19386,3017297019,1.2,fEM,1.2
19387,3017297018,0,fEM,0
19388,3017297017,0,fEM,0
19389,3017297016,30,fEM,30
19390,3017297015,30,fEM,30
19391,3017297014,6,fEM,6
19392,3017297013,6,fEM,6
19393,3017297012,1.2,fEM,1.2
19394,3017297011,1.2,fEM,1.2
19395,3017297010,0,fEM,0
19396,3017297009,0,fEM,0
19397,3017297008,30,fEM,30
19398,3017297007,30,fEM,30
19399,3017297006,6,fEM,6
19400,3017297005,6,fEM,6
19401,3017297004,1.2,fEM,1.2
19402,3017297003,1.2,fEM,1.2
19403,3017297002,0,fEM,0
19404,3017297001,0,fEM,0
19405,3017296030,15,fEM,15
19406,3017295025,80,fEM,80
19407,3017294029,60,fEM,60
19408,3017294004,2000,fEM,2000
19409,3017294003,2000,fEM,2000
19410,3017294002,400,fEM,400
19411,3017294001,400,fEM,400
19412,3017293029,80,fEM,80
19413,3017293028,0,fEM,0
19414,3017293027,0,fEM,0
19415,3017293026,2000,fEM,2000
19416,3017293025,2000,fEM,2000
19417,3017293024,400,fEM,400
19418,3017293023,400,fEM,400
19419,3017293022,80,fEM,80
19420,3017293021,80,fEM,80
19421,3017293020,0,fEM,0
19422,3017293019,0,fEM,0
19423,3017293018,2000,fEM,2000
19424,3017293017,2000,fEM,2000
19425,3017293016,400,fEM,400
19426,3017293015,400,fEM,400
19427,3017293014,80,fEM,80
19428,3017293013,80,fEM,80
19429,3017293012,0,fEM,0
19430,3017293011,0,fEM,0
19431,3017293010,2000,fEM,2000
19432,3017293009,2000,fEM,2000
19433,3017293008,400,fEM,400
19434,3017293007,400,fEM,400
19435,3017293006,80,fEM,80
19436,3017293005,80,fEM,80
19437,3017293004,0,fEM,0
19438,3017293003,0,fEM,0
19439,3017293002,2000,fEM,2000
19440,3017293001,2000,fEM,2000
19441,3017292030,400,fEM,400
19442,3017292029,400,fEM,400
19443,3017292028,80,fEM,80
19444,3017292027,80,fEM,80
19445,3017292026,0,fEM,0
19446,3017292025,0,fEM,0
19447,3017292024,2000,fEM,2000
19448,3017292023,2000,fEM,2000
19449,3017292022,400,fEM,400
19450,3017292021,400,fEM,400
19451,3017292020,80,fEM,80
19452,3017292019,80,fEM,80
